CODE,DESCRIPTION,CATEGORY
S32614G,"Nondisp avulsion fx right ischium, subs for fx w delay heal","Injury, Poisoning & External Causes"
S32614K,"Nondisp avulsion fx right ischium, subs for fx w nonunion","Injury, Poisoning & External Causes"
S32614S,"Nondisplaced avulsion fracture of right ischium, sequela","Injury, Poisoning & External Causes"
S32615A,"Nondisplaced avulsion fracture of left ischium, init","Injury, Poisoning & External Causes"
S32615B,"Nondisp avulsion fracture of left ischium, init for opn fx","Injury, Poisoning & External Causes"
S32615D,"Nondisp avulsion fx left ischium, subs for fx w routn heal","Injury, Poisoning & External Causes"
S32615G,"Nondisp avulsion fx left ischium, subs for fx w delay heal","Injury, Poisoning & External Causes"
S32615K,"Nondisp avulsion fx left ischium, subs for fx w nonunion","Injury, Poisoning & External Causes"
S32615S,"Nondisplaced avulsion fracture of left ischium, sequela","Injury, Poisoning & External Causes"
S32616A,"Nondisplaced avulsion fracture of unsp ischium, init","Injury, Poisoning & External Causes"
S32616B,"Nondisp avulsion fracture of unsp ischium, init for opn fx","Injury, Poisoning & External Causes"
S32616D,"Nondisp avulsion fx unsp ischium, subs for fx w routn heal","Injury, Poisoning & External Causes"
S32616G,"Nondisp avulsion fx unsp ischium, subs for fx w delay heal","Injury, Poisoning & External Causes"
S32616K,"Nondisp avulsion fx unsp ischium, subs for fx w nonunion","Injury, Poisoning & External Causes"
S32616S,"Nondisplaced avulsion fracture of unsp ischium, sequela","Injury, Poisoning & External Causes"
S32691A,"Oth fracture of right ischium, init for clos fx","Injury, Poisoning & External Causes"
S32691B,"Oth fracture of right ischium, init encntr for open fracture","Injury, Poisoning & External Causes"
S32691D,"Oth fracture of right ischium, subs for fx w routn heal","Injury, Poisoning & External Causes"
S32691G,"Oth fracture of right ischium, subs for fx w delay heal","Injury, Poisoning & External Causes"
S32691K,"Oth fracture of right ischium, subs for fx w nonunion","Injury, Poisoning & External Causes"
S32691S,"Other specified fracture of right ischium, sequela","Injury, Poisoning & External Causes"
S32692A,"Oth fracture of left ischium, init for clos fx","Injury, Poisoning & External Causes"
S32692B,"Oth fracture of left ischium, init encntr for open fracture","Injury, Poisoning & External Causes"
S32692D,"Oth fracture of left ischium, subs for fx w routn heal","Injury, Poisoning & External Causes"
S32692G,"Oth fracture of left ischium, subs for fx w delay heal","Injury, Poisoning & External Causes"
S32692K,"Oth fracture of left ischium, subs for fx w nonunion","Injury, Poisoning & External Causes"
S32692S,"Other specified fracture of left ischium, sequela","Injury, Poisoning & External Causes"
S32699A,"Oth fracture of unsp ischium, init for clos fx","Injury, Poisoning & External Causes"
S32699B,"Oth fracture of unsp ischium, init encntr for open fracture","Injury, Poisoning & External Causes"
S32699D,"Oth fracture of unsp ischium, subs for fx w routn heal","Injury, Poisoning & External Causes"
S32699G,"Oth fracture of unsp ischium, subs for fx w delay heal","Injury, Poisoning & External Causes"
S32699K,"Oth fracture of unsp ischium, subs for fx w nonunion","Injury, Poisoning & External Causes"
S32699S,"Other specified fracture of unspecified ischium, sequela","Injury, Poisoning & External Causes"
S32810A,"Multiple fx of pelvis w stable disrupt of pelvic ring, init","Injury, Poisoning & External Causes"
S32810B,"Mult fx of pelv w stable disrupt of pelv ring, 7thB","Injury, Poisoning & External Causes"
S32810D,"Mult fx of pelv w stable disrupt of pelv ring, 7thD","Injury, Poisoning & External Causes"
S32810G,"Mult fx of pelv w stable disrupt of pelv ring, 7thG","Injury, Poisoning & External Causes"
S32810K,"Mult fx of pelv w stable disrupt of pelv ring, 7thK","Injury, Poisoning & External Causes"
S32810S,"Mult fx of pelvis w stable disrupt of pelvic ring, sequela","Injury, Poisoning & External Causes"
S32811A,"Mult fx of pelvis w unstable disrupt of pelvic ring, init","Injury, Poisoning & External Causes"
S32811B,"Mult fx of pelv w unstbl disrupt of pelv ring, 7thB","Injury, Poisoning & External Causes"
S32811D,"Mult fx of pelv w unstbl disrupt of pelv ring, 7thD","Injury, Poisoning & External Causes"
S32811G,"Mult fx of pelv w unstbl disrupt of pelv ring, 7thG","Injury, Poisoning & External Causes"
S32811K,"Mult fx of pelv w unstbl disrupt of pelv ring, 7thK","Injury, Poisoning & External Causes"
S32811S,"Mult fx of pelvis w unstable disrupt of pelvic ring, sequela","Injury, Poisoning & External Causes"
S3282XA,"Multiple fx of pelvis w/o disrupt of pelvic ring, init","Injury, Poisoning & External Causes"
S3282XB,"Mult fx of pelvis w/o disrupt of pelv ring, init for opn fx","Injury, Poisoning & External Causes"
S3282XD,"Mult fx of pelv w/o disrupt of pelv ring, 7thD","Injury, Poisoning & External Causes"
S3282XG,"Mult fx of pelv w/o disrupt of pelv ring, 7thG","Injury, Poisoning & External Causes"
S3282XK,"Mult fx of pelv w/o disrupt of pelv ring, 7thK","Injury, Poisoning & External Causes"
S3282XS,"Multiple fx of pelvis w/o disrupt of pelvic ring, sequela","Injury, Poisoning & External Causes"
S3289XA,"Fracture of oth parts of pelvis, init for clos fx","Injury, Poisoning & External Causes"
S3289XB,"Fracture of oth parts of pelvis, init for opn fx","Injury, Poisoning & External Causes"
S3289XD,"Fracture of oth parts of pelvis, subs for fx w routn heal","Injury, Poisoning & External Causes"
S3289XG,"Fracture of oth parts of pelvis, subs for fx w delay heal","Injury, Poisoning & External Causes"
S3289XK,"Fracture of oth parts of pelvis, subs for fx w nonunion","Injury, Poisoning & External Causes"
S3289XS,"Fracture of other parts of pelvis, sequela","Injury, Poisoning & External Causes"
S329XXA,"Fracture of unsp parts of lumbosacral spine and pelvis, init","Injury, Poisoning & External Causes"
S329XXB,"Fx unsp parts of lumbosacral spine & pelvis, init for opn fx","Injury, Poisoning & External Causes"
S329XXD,"Fx unsp parts of lumbosacr spin & pelv, 7thD","Injury, Poisoning & External Causes"
S329XXG,"Fx unsp parts of lumbosacr spin & pelv, 7thG","Injury, Poisoning & External Causes"
S329XXK,"Fx unsp parts of lumbosacr spin & pelv, 7thK","Injury, Poisoning & External Causes"
S329XXS,"Fx unsp parts of lumbosacral spine & pelvis, sequela","Injury, Poisoning & External Causes"
S330XXA,"Traumatic rupture of lumbar intervertebral disc, init encntr","Injury, Poisoning & External Causes"
S330XXD,"Traumatic rupture of lumbar intervertebral disc, subs encntr","Injury, Poisoning & External Causes"
S330XXS,"Traumatic rupture of lumbar intervertebral disc, sequela","Injury, Poisoning & External Causes"
S33100A,"Subluxation of unspecified lumbar vertebra, init encntr","Injury, Poisoning & External Causes"
S33100D,"Subluxation of unspecified lumbar vertebra, subs encntr","Injury, Poisoning & External Causes"
S33100S,"Subluxation of unspecified lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33101A,"Dislocation of unspecified lumbar vertebra, init encntr","Injury, Poisoning & External Causes"
S33101D,"Dislocation of unspecified lumbar vertebra, subs encntr","Injury, Poisoning & External Causes"
S33101S,"Dislocation of unspecified lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33110A,"Subluxation of L1/L2 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33110D,"Subluxation of L1/L2 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33110S,"Subluxation of L1/L2 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33111A,"Dislocation of L1/L2 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33111D,"Dislocation of L1/L2 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33111S,"Dislocation of L1/L2 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33120A,"Subluxation of L2/L3 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33120D,"Subluxation of L2/L3 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33120S,"Subluxation of L2/L3 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33121A,"Dislocation of L2/L3 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33121D,"Dislocation of L2/L3 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33121S,"Dislocation of L2/L3 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33130A,"Subluxation of L3/L4 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33130D,"Subluxation of L3/L4 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33130S,"Subluxation of L3/L4 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33131A,"Dislocation of L3/L4 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33131D,"Dislocation of L3/L4 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33131S,"Dislocation of L3/L4 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33140A,"Subluxation of L4/L5 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33140D,"Subluxation of L4/L5 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33140S,"Subluxation of L4/L5 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S33141A,"Dislocation of L4/L5 lumbar vertebra, initial encounter","Injury, Poisoning & External Causes"
S33141D,"Dislocation of L4/L5 lumbar vertebra, subsequent encounter","Injury, Poisoning & External Causes"
S33141S,"Dislocation of L4/L5 lumbar vertebra, sequela","Injury, Poisoning & External Causes"
S332XXA,"Dislocation of sacroiliac and sacrococcygeal joint, init","Injury, Poisoning & External Causes"
S332XXD,"Dislocation of sacroiliac and sacrococcygeal joint, subs","Injury, Poisoning & External Causes"
S332XXS,"Dislocation of sacroiliac and sacrococcygeal joint, sequela","Injury, Poisoning & External Causes"
S3330XA,"Dislocation of unsp parts of lumbar spine and pelvis, init","Injury, Poisoning & External Causes"
S3330XD,"Dislocation of unsp parts of lumbar spine and pelvis, subs","Injury, Poisoning & External Causes"
S3330XS,"Dislocation of unsp parts of lumbar spine & pelvis, sequela","Injury, Poisoning & External Causes"
S3339XA,"Dislocation of oth prt lumbar spine and pelvis, init encntr","Injury, Poisoning & External Causes"
S3339XD,"Dislocation of oth prt lumbar spine and pelvis, subs encntr","Injury, Poisoning & External Causes"
S3339XS,"Dislocation of oth parts of lumbar spine and pelvis, sequela","Injury, Poisoning & External Causes"
S334XXA,"Traumatic rupture of symphysis pubis, initial encounter","Injury, Poisoning & External Causes"
S334XXD,"Traumatic rupture of symphysis pubis, subsequent encounter","Injury, Poisoning & External Causes"
S334XXS,"Traumatic rupture of symphysis pubis, sequela","Injury, Poisoning & External Causes"
S335XXA,"Sprain of ligaments of lumbar spine, initial encounter","Injury, Poisoning & External Causes"
S335XXD,"Sprain of ligaments of lumbar spine, subsequent encounter","Injury, Poisoning & External Causes"
S335XXS,"Sprain of ligaments of lumbar spine, sequela","Injury, Poisoning & External Causes"
S336XXA,"Sprain of sacroiliac joint, initial encounter","Injury, Poisoning & External Causes"
S336XXD,"Sprain of sacroiliac joint, subsequent encounter","Injury, Poisoning & External Causes"
S336XXS,"Sprain of sacroiliac joint, sequela","Injury, Poisoning & External Causes"
S338XXA,"Sprain of oth parts of lumbar spine and pelvis, init encntr","Injury, Poisoning & External Causes"
S338XXD,"Sprain of oth parts of lumbar spine and pelvis, subs encntr","Injury, Poisoning & External Causes"
S338XXS,"Sprain of other parts of lumbar spine and pelvis, sequela","Injury, Poisoning & External Causes"
S339XXA,"Sprain of unsp parts of lumbar spine and pelvis, init encntr","Injury, Poisoning & External Causes"
S339XXD,"Sprain of unsp parts of lumbar spine and pelvis, subs encntr","Injury, Poisoning & External Causes"
S339XXS,"Sprain of unsp parts of lumbar spine and pelvis, sequela","Injury, Poisoning & External Causes"
S3401XA,"Concussion and edema of lumbar spinal cord, init encntr","Injury, Poisoning & External Causes"
S3401XD,"Concussion and edema of lumbar spinal cord, subs encntr","Injury, Poisoning & External Causes"
S3401XS,"Concussion and edema of lumbar spinal cord, sequela","Injury, Poisoning & External Causes"
S3402XA,"Concussion and edema of sacral spinal cord, init encntr","Injury, Poisoning & External Causes"
S3402XD,"Concussion and edema of sacral spinal cord, subs encntr","Injury, Poisoning & External Causes"
S3402XS,"Concussion and edema of sacral spinal cord, sequela","Injury, Poisoning & External Causes"
S34101A,"Unsp injury to L1 level of lumbar spinal cord, init encntr","Injury, Poisoning & External Causes"
S34101D,"Unsp injury to L1 level of lumbar spinal cord, subs encntr","Injury, Poisoning & External Causes"
S34101S,"Unsp injury to L1 level of lumbar spinal cord, sequela","Injury, Poisoning & External Causes"
S34102A,"Unsp injury to L2 level of lumbar spinal cord, init encntr","Injury, Poisoning & External Causes"
S34102D,"Unsp injury to L2 level of lumbar spinal cord, subs encntr","Injury, Poisoning & External Causes"
S34102S,"Unsp injury to L2 level of lumbar spinal cord, sequela","Injury, Poisoning & External Causes"
S34103A,"Unsp injury to L3 level of lumbar spinal cord, init encntr","Injury, Poisoning & External Causes"
S34103D,"Unsp injury to L3 level of lumbar spinal cord, subs encntr","Injury, Poisoning & External Causes"
